Number of prospects entering the Quiz Funnel,Cost per Prospect Entering the Quiz Funnel,Lead Conversion Rate,Sales per Lead,Break-even Product Price,Number of generated leads,Number of Sales,Initial Ad Investment,Revenue
17500,0.4,0.28,0.19,7.518796992481203,4900.000000000001,931.0000000000002,7000,7000.000000000002
18000,0.4,0.28,0.19,7.518796992481203,5040.000000000001,957.6000000000001,7200,7200.000000000001
18500,0.4,0.28,0.19,7.518796992481203,5180.000000000001,984.2000000000002,7400,7400.000000000001
19000,0.4,0.28,0.19,7.518796992481203,5320.000000000001,1010.8000000000002,7600,7600.000000000002
19500,0.4,0.28,0.19,7.518796992481203,5460.000000000001,1037.4,7800,7800.000000000001
20000,0.4,0.28,0.19,7.518796992481203,5600.000000000001,1064.0000000000002,8000,8000.000000000002
1000,0.4,0.29000000000000004,0.18000000000000002,7.6628352490421445,290.00000000000006,52.20000000000002,400,400.00000000000006
1500,0.4,0.29000000000000004,0.18000000000000002,7.6628352490421445,435.00000000000006,78.30000000000003,600,600.0000000000001
2000,0.4,0.29000000000000004,0.18000000000000002,7.6628352490421445,580.0000000000001,104.40000000000003,800,800.0000000000001
2500,0.4,0.29000000000000004,0.18000000000000002,7.6628352490421445,725.0000000000001,130.50000000000003,1000,1000.0000000000001
3000,0.4,0.29000000000000004,0.18000000000000002,7.6628352490421445,870.0000000000001,156.60000000000005,1200,1200.0000000000002
3500,0.4,0.29000000000000004,0.18000000000000002,7.6628352490421445,1015.0000000000001,182.70000000000005,1400,1400.0000000000002
4000,0.4,0.29000000000000004,0.18000000000000002,7.6628352490421445,1160.0000000000002,208.80000000000007,1600,1600.0000000000002
4500,0.4,0.29000000000000004,0.18000000000000002,7.6628352490421445,1305.0000000000002,234.90000000000006,1800,1800.0000000000002
5000,0.4,0.29000000000000004,0.18000000000000002,7.6628352490421445,1450.0000000000002,261.00000000000006,2000,2000.0000000000002
5500,0.4,0.29000000000000004,0.18000000000000002,7.6628352490421445,1595.0000000000002,287.1000000000001,2200,2200.0000000000005
6000,0.4,0.29000000000000004,0.18000000000000002,7.6628352490421445,1740.0000000000002,313.2000000000001,2400,2400.0000000000005
6500,0.4,0.29000000000000004,0.18000000000000002,7.6628352490421445,1885.0000000000002,339.30000000000007,2600,2600
7000,0.4,0.29000000000000004,0.18000000000000002,7.6628352490421445,2030.0000000000002,365.4000000000001,2800,2800.0000000000005
7500,0.4,0.29000000000000004,0.18000000000000002,7.6628352490421445,2175.0000000000005,391.5000000000001,3000,3000.0000000000005
8000,0.4,0.29000000000000004,0.18000000000000002,7.6628352490421445,2320.0000000000005,417.60000000000014,3200,3200.0000000000005
8500,0.4,0.29000000000000004,0.18000000000000002,7.6628352490421445,2465.0000000000005,443.70000000000016,3400,3400.000000000001
9000,0.4,0.29000000000000004,0.18000000000000002,7.6628352490421445,2610.0000000000005,469.8000000000001,3600,3600.0000000000005
9500,0.4,0.29000000000000004,0.18000000000000002,7.6628352490421445,2755.0000000000005,495.90000000000015,3800,3800.0000000000005
10000,0.4,0.29000000000000004,0.18000000000000002,7.6628352490421445,2900.0000000000005,522.0000000000001,4000,4000.0000000000005
10500,0.4,0.29000000000000004,0.18000000000000002,7.6628352490421445,3045.0000000000005,548.1000000000001,4200,4200.000000000001
11000,0.4,0.29000000000000004,0.18000000000000002,7.6628352490421445,3190.0000000000005,574.2000000000002,4400,4400.000000000001
11500,0.4,0.29000000000000004,0.18000000000000002,7.6628352490421445,3335.0000000000005,600.3000000000002,4600,4600.000000000001
12000,0.4,0.29000000000000004,0.18000000000000002,7.6628352490421445,3480.0000000000005,626.4000000000002,4800,4800.000000000001
12500,0.4,0.29000000000000004,0.18000000000000002,7.6628352490421445,3625.0000000000005,652.5000000000001,5000,5000
13000,0.4,0.29000000000000004,0.18000000000000002,7.6628352490421445,3770.0000000000005,678.6000000000001,5200,5200
13500,0.4,0.29000000000000004,0.18000000000000002,7.6628352490421445,3915.0000000000005,704.7000000000002,5400,5400.000000000001
14000,0.4,0.29000000000000004,0.18000000000000002,7.6628352490421445,4060.0000000000005,730.8000000000002,5600,5600.000000000001
14500,0.4,0.29000000000000004,0.18000000000000002,7.6628352490421445,4205.000000000001,756.9000000000002,5800,5800.000000000001
15000,0.4,0.29000000000000004,0.18000000000000002,7.6628352490421445,4350.000000000001,783.0000000000002,6000,6000.000000000001
15500,0.4,0.29000000000000004,0.18000000000000002,7.6628352490421445,4495.000000000001,809.1000000000003,6200,6200.000000000001
16000,0.4,0.29000000000000004,0.18000000000000002,7.6628352490421445,4640.000000000001,835.2000000000003,6400,6400.000000000001
16500,0.4,0.29000000000000004,0.18000000000000002,7.6628352490421445,4785.000000000001,861.3000000000003,6600,6600.000000000001
17000,0.4,0.29000000000000004,0.18000000000000002,7.6628352490421445,4930.000000000001,887.4000000000003,6800,6800.000000000002
17500,0.4,0.29000000000000004,0.18000000000000002,7.6628352490421445,5075.000000000001,913.5000000000002,7000,7000.000000000001
18000,0.4,0.29000000000000004,0.18000000000000002,7.6628352490421445,5220.000000000001,939.6000000000003,7200,7200.000000000001
18500,0.4,0.29000000000000004,0.18000000000000002,7.6628352490421445,5365.000000000001,965.7000000000003,7400,7400.000000000001
19000,0.4,0.29000000000000004,0.18000000000000002,7.6628352490421445,5510.000000000001,991.8000000000003,7600,7600.000000000001
19500,0.4,0.29000000000000004,0.18000000000000002,7.6628352490421445,5655.000000000001,1017.9000000000003,7800,7800.000000000001
20000,0.4,0.29000000000000004,0.18000000000000002,7.6628352490421445,5800.000000000001,1044.0000000000002,8000,8000.000000000001
1000,0.4,0.26,0.2,7.692307692307692,260,52,400,399.99999999999994
1500,0.4,0.26,0.2,7.692307692307692,390,78,600,600
2000,0.4,0.26,0.2,7.692307692307692,520,104,800,799.9999999999999
2500,0.4,0.26,0.2,7.692307692307692,650,130,1000,999.9999999999999
3000,0.4,0.26,0.2,7.692307692307692,780,156,1200,1200
3500,0.4,0.26,0.2,7.692307692307692,910,182,1400,1399.9999999999998
4000,0.4,0.26,0.2,7.692307692307692,1040,208,1600,1599.9999999999998
4500,0.4,0.26,0.2,7.692307692307692,1170,234,1800,1799.9999999999998
5000,0.4,0.26,0.2,7.692307692307692,1300,260,2000,1999.9999999999998
5500,0.4,0.26,0.2,7.692307692307692,1430,286,2200,2200
6000,0.4,0.26,0.2,7.692307692307692,1560,312,2400,2400
6500,0.4,0.26,0.2,7.692307692307692,1690,338,2600,2599.9999999999995
7000,0.4,0.26,0.2,7.692307692307692,1820,364,2800,2799.9999999999995
7500,0.4,0.26,0.2,7.692307692307692,1950,390,3000,2999.9999999999995
8000,0.4,0.26,0.2,7.692307692307692,2080,416,3200,3199.9999999999995
8500,0.4,0.26,0.2,7.692307692307692,2210,442,3400,3399.9999999999995
9000,0.4,0.26,0.2,7.692307692307692,2340,468,3600,3599.9999999999995
9500,0.4,0.26,0.2,7.692307692307692,2470,494,3800,3799.9999999999995
10000,0.4,0.26,0.2,7.692307692307692,2600,520,4000,3999.9999999999995
10500,0.4,0.26,0.2,7.692307692307692,2730,546,4200,4200
11000,0.4,0.26,0.2,7.692307692307692,2860,572,4400,4400
11500,0.4,0.26,0.2,7.692307692307692,2990,598,4600,4600
12000,0.4,0.26,0.2,7.692307692307692,3120,624,4800,4800
12500,0.4,0.26,0.2,7.692307692307692,3250,650,5000,5000
13000,0.4,0.26,0.2,7.692307692307692,3380,676,5200,5199.999999999999
13500,0.4,0.26,0.2,7.692307692307692,3510,702,5400,5399.999999999999
14000,0.4,0.26,0.2,7.692307692307692,3640,728,5600,5599.999999999999
14500,0.4,0.26,0.2,7.692307692307692,3770,754,5800,5799.999999999999
15000,0.4,0.26,0.2,7.692307692307692,3900,780,6000,5999.999999999999
15500,0.4,0.26,0.2,7.692307692307692,4030,806,6200,6199.999999999999
16000,0.4,0.26,0.2,7.692307692307692,4160,832,6400,6399.999999999999
16500,0.4,0.26,0.2,7.692307692307692,4290,858,6600,6599.999999999999
17000,0.4,0.26,0.2,7.692307692307692,4420,884,6800,6799.999999999999
17500,0.4,0.26,0.2,7.692307692307692,4550,910,7000,6999.999999999999
18000,0.4,0.26,0.2,7.692307692307692,4680,936,7200,7199.999999999999
18500,0.4,0.26,0.2,7.692307692307692,4810,962,7400,7399.999999999999
19000,0.4,0.26,0.2,7.692307692307692,4940,988,7600,7599.999999999999
19500,0.4,0.26,0.2,7.692307692307692,5070,1014,7800,7799.999999999999
20000,0.4,0.26,0.2,7.692307692307692,5200,1040,8000,7999.999999999999
1000,0.4,0.27,0.19,7.797270955165692,270,51.3,400,399.99999999999994
1500,0.4,0.27,0.19,7.797270955165692,405,76.95,600,600
2000,0.4,0.27,0.19,7.797270955165692,540,102.6,800,799.9999999999999
2500,0.4,0.27,0.19,7.797270955165692,675,128.25,1000,1000
3000,0.4,0.27,0.19,7.797270955165692,810,153.9,1200,1200
3500,0.4,0.27,0.19,7.797270955165692,945.0000000000001,179.55,1400,1400
4000,0.4,0.27,0.19,7.797270955165692,1080,205.2,1600,1599.9999999999998
4500,0.4,0.27,0.19,7.797270955165692,1215,230.85,1800,1799.9999999999998
5000,0.4,0.27,0.19,7.797270955165692,1350,256.5,2000,2000
5500,0.4,0.27,0.19,7.797270955165692,1485,282.15,2200,2199.9999999999995
6000,0.4,0.27,0.19,7.797270955165692,1620,307.8,2400,2400
6500,0.4,0.27,0.19,7.797270955165692,1755.0000000000002,333.45000000000005,2600,2600
7000,0.4,0.27,0.19,7.797270955165692,1890.0000000000002,359.1,2800,2800
7500,0.4,0.27,0.19,7.797270955165692,2025.0000000000002,384.75000000000006,3000,3000.0000000000005
8000,0.4,0.27,0.19,7.797270955165692,2160,410.4,3200,3199.9999999999995
8500,0.4,0.27,0.19,7.797270955165692,2295,436.05,3400,3400
9000,0.4,0.27,0.19,7.797270955165692,2430,461.7,3600,3599.9999999999995
9500,0.4,0.27,0.19,7.797270955165692,2565,487.35,3800,3800
10000,0.4,0.27,0.19,7.797270955165692,2700,513,4000,4000
10500,0.4,0.27,0.19,7.797270955165692,2835,538.65,4200,4200
11000,0.4,0.27,0.19,7.797270955165692,2970,564.3,4400,4399.999999999999
11500,0.4,0.27,0.19,7.797270955165692,3105,589.95,4600,4600
12000,0.4,0.27,0.19,7.797270955165692,3240,615.6,4800,4800
12500,0.4,0.27,0.19,7.797270955165692,3375,641.25,5000,5000
13000,0.4,0.27,0.19,7.797270955165692,3510.0000000000005,666.9000000000001,5200,5200
13500,0.4,0.27,0.19,7.797270955165692,3645.0000000000005,692.5500000000001,5400,5400
14000,0.4,0.27,0.19,7.797270955165692,3780.0000000000005,718.2,5600,5600
14500,0.4,0.27,0.19,7.797270955165692,3915.0000000000005,743.8500000000001,5800,5800.000000000001
15000,0.4,0.27,0.19,7.797270955165692,4050.0000000000005,769.5000000000001,6000,6000.000000000001
15500,0.4,0.27,0.19,7.797270955165692,4185,795.15,6200,6199.999999999999
16000,0.4,0.27,0.19,7.797270955165692,4320,820.8,6400,6399.999999999999
16500,0.4,0.27,0.19,7.797270955165692,4455,846.45,6600,6600
17000,0.4,0.27,0.19,7.797270955165692,4590,872.1,6800,6800
17500,0.4,0.27,0.19,7.797270955165692,4725,897.75,7000,7000
18000,0.4,0.27,0.19,7.797270955165692,4860,923.4,7200,7199.999999999999
18500,0.4,0.27,0.19,7.797270955165692,4995,949.05,7400,7399.999999999999
19000,0.4,0.27,0.19,7.797270955165692,5130,974.7,7600,7600
19500,0.4,0.27,0.19,7.797270955165692,5265,1000.35,7800,7800
20000,0.4,0.27,0.19,7.797270955165692,5400,1026,8000,8000
1000,0.4,0.3,0.17,7.8431372549019605,300,51.00000000000001,400,400.00000000000006
1500,0.4,0.3,0.17,7.8431372549019605,450,76.5,600,600
2000,0.4,0.3,0.17,7.8431372549019605,600,102.00000000000001,800,800.0000000000001
2500,0.4,0.3,0.17,7.8431372549019605,750,127.50000000000001,1000,1000.0000000000001
3000,0.4,0.3,0.17,7.8431372549019605,900,153,1200,1200
3500,0.4,0.3,0.17,7.8431372549019605,1050,178.5,1400,1400
4000,0.4,0.3,0.17,7.8431372549019605,1200,204.00000000000003,1600,1600.0000000000002
4500,0.4,0.3,0.17,7.8431372549019605,1350,229.50000000000003,1800,1800.0000000000002
5000,0.4,0.3,0.17,7.8431372549019605,1500,255.00000000000003,2000,2000.0000000000002
5500,0.4,0.3,0.17,7.8431372549019605,1650,280.5,2200,2200
6000,0.4,0.3,0.17,7.8431372549019605,1800,306,2400,2400
6500,0.4,0.3,0.17,7.8431372549019605,1950,331.5,2600,2600
7000,0.4,0.3,0.17,7.8431372549019605,2100,357,2800,2800
7500,0.4,0.3,0.17,7.8431372549019605,2250,382.5,3000,3000
8000,0.4,0.3,0.17,7.8431372549019605,2400,408.00000000000006,3200,3200.0000000000005
8500,0.4,0.3,0.17,7.8431372549019605,2550,433.50000000000006,3400,3400.0000000000005
9000,0.4,0.3,0.17,7.8431372549019605,2700,459.00000000000006,3600,3600.0000000000005
9500,0.4,0.3,0.17,7.8431372549019605,2850,484.50000000000006,3800,3800.0000000000005
10000,0.4,0.3,0.17,7.8431372549019605,3000,510.00000000000006,4000,4000.0000000000005
10500,0.4,0.3,0.17,7.8431372549019605,3150,535.5,4200,4200
11000,0.4,0.3,0.17,7.8431372549019605,3300,561,4400,4400
11500,0.4,0.3,0.17,7.8431372549019605,3450,586.5,4600,4600
12000,0.4,0.3,0.17,7.8431372549019605,3600,612,4800,4800
12500,0.4,0.3,0.17,7.8431372549019605,3750,637.5,5000,5000
13000,0.4,0.3,0.17,7.8431372549019605,3900,663,5200,5200
13500,0.4,0.3,0.17,7.8431372549019605,4050,688.5,5400,5400
14000,0.4,0.3,0.17,7.8431372549019605,4200,714,5600,5600
14500,0.4,0.3,0.17,7.8431372549019605,4350,739.5,5800,5800
15000,0.4,0.3,0.17,7.8431372549019605,4500,765,6000,6000
15500,0.4,0.3,0.17,7.8431372549019605,4650,790.5,6200,6200
16000,0.4,0.3,0.17,7.8431372549019605,4800,816.0000000000001,6400,6400.000000000001
16500,0.4,0.3,0.17,7.8431372549019605,4950,841.5000000000001,6600,6600.000000000001
17000,0.4,0.3,0.17,7.8431372549019605,5100,867.0000000000001,6800,6800.000000000001
17500,0.4,0.3,0.17,7.8431372549019605,5250,892.5000000000001,7000,7000.000000000001
18000,0.4,0.3,0.17,7.8431372549019605,5400,918.0000000000001,7200,7200.000000000001
18500,0.4,0.3,0.17,7.8431372549019605,5550,943.5000000000001,7400,7400.000000000001
19000,0.4,0.3,0.17,7.8431372549019605,5700,969.0000000000001,7600,7600.000000000001
19500,0.4,0.3,0.17,7.8431372549019605,5850,994.5000000000001,7800,7800.000000000001
20000,0.4,0.3,0.17,7.8431372549019605,6000,1020.0000000000001,8000,8000.000000000001
1000,0.4,0.28,0.18000000000000002,7.936507936507936,280,50.400000000000006,400,400
1500,0.4,0.28,0.18000000000000002,7.936507936507936,420.00000000000006,75.60000000000002,600,600.0000000000001
2000,0.4,0.28,0.18000000000000002,7.936507936507936,560,100.80000000000001,800,800
2500,0.4,0.28,0.18000000000000002,7.936507936507936,700.0000000000001,126.00000000000003,1000,1000.0000000000001
3000,0.4,0.28,0.18000000000000002,7.936507936507936,840.0000000000001,151.20000000000005,1200,1200.0000000000002
3500,0.4,0.28,0.18000000000000002,7.936507936507936,980.0000000000001,176.40000000000003,1400,1400.0000000000002
4000,0.4,0.28,0.18000000000000002,7.936507936507936,1120,201.60000000000002,1600,1600
4500,0.4,0.28,0.18000000000000002,7.936507936507936,1260.0000000000002,226.80000000000007,1800,1800.0000000000005
5000,0.4,0.28,0.18000000000000002,7.936507936507936,1400.0000000000002,252.00000000000006,2000,2000.0000000000002
5500,0.4,0.28,0.18000000000000002,7.936507936507936,1540.0000000000002,277.20000000000005,2200,2200
6000,0.4,0.28,0.18000000000000002,7.936507936507936,1680.0000000000002,302.4000000000001,2400,2400.0000000000005
6500,0.4,0.28,0.18000000000000002,7.936507936507936,1820.0000000000002,327.6000000000001,2600,2600.0000000000005
7000,0.4,0.28,0.18000000000000002,7.936507936507936,1960.0000000000002,352.80000000000007,2800,2800.0000000000005
7500,0.4,0.28,0.18000000000000002,7.936507936507936,2100,378.00000000000006,3000,3000
8000,0.4,0.28,0.18000000000000002,7.936507936507936,2240,403.20000000000005,3200,3200
8500,0.4,0.28,0.18000000000000002,7.936507936507936,2380,428.40000000000003,3400,3400
9000,0.4,0.28,0.18000000000000002,7.936507936507936,2520.0000000000005,453.60000000000014,3600,3600.000000000001
9500,0.4,0.28,0.18000000000000002,7.936507936507936,2660.0000000000005,478.8000000000001,3800,3800.0000000000005
10000,0.4,0.28,0.18000000000000002,7.936507936507936,2800.0000000000005,504.0000000000001,4000,4000.0000000000005
10500,0.4,0.28,0.18000000000000002,7.936507936507936,2940.0000000000005,529.2000000000002,4200,4200.000000000001
11000,0.4,0.28,0.18000000000000002,7.936507936507936,3080.0000000000005,554.4000000000001,4400,4400
11500,0.4,0.28,0.18000000000000002,7.936507936507936,3220.0000000000005,579.6000000000001,4600,4600.000000000001
12000,0.4,0.28,0.18000000000000002,7.936507936507936,3360.0000000000005,604.8000000000002,4800,4800.000000000001
12500,0.4,0.28,0.18000000000000002,7.936507936507936,3500.0000000000005,630.0000000000001,5000,5000.000000000001
13000,0.4,0.28,0.18000000000000002,7.936507936507936,3640.0000000000005,655.2000000000002,5200,5200.000000000001
13500,0.4,0.28,0.18000000000000002,7.936507936507936,3780.0000000000005,680.4000000000002,5400,5400.000000000001
14000,0.4,0.28,0.18000000000000002,7.936507936507936,3920.0000000000005,705.6000000000001,5600,5600.000000000001
14500,0.4,0.28,0.18000000000000002,7.936507936507936,4060.0000000000005,730.8000000000002,5800,5800.000000000001
15000,0.4,0.28,0.18000000000000002,7.936507936507936,4200,756.0000000000001,6000,6000
15500,0.4,0.28,0.18000000000000002,7.936507936507936,4340,781.2,6200,6200
16000,0.4,0.28,0.18000000000000002,7.936507936507936,4480,806.4000000000001,6400,6400
16500,0.4,0.28,0.18000000000000002,7.936507936507936,4620,831.6000000000001,6600,6600.000000000001
17000,0.4,0.28,0.18000000000000002,7.936507936507936,4760,856.8000000000001,6800,6800
17500,0.4,0.28,0.18000000000000002,7.936507936507936,4900.000000000001,882.0000000000002,7000,7000.000000000001
18000,0.4,0.28,0.18000000000000002,7.936507936507936,5040.000000000001,907.2000000000003,7200,7200.000000000002
18500,0.4,0.28,0.18000000000000002,7.936507936507936,5180.000000000001,932.4000000000003,7400,7400.000000000002
19000,0.4,0.28,0.18000000000000002,7.936507936507936,5320.000000000001,957.6000000000003,7600,7600.000000000001
19500,0.4,0.28,0.18000000000000002,7.936507936507936,5460.000000000001,982.8000000000003,7800,7800.000000000002
20000,0.4,0.28,0.18000000000000002,7.936507936507936,5600.000000000001,1008.0000000000002,8000,8000.000000000001
1000,0.4,0.25,0.2,8,250,50,400,400
1500,0.4,0.25,0.2,8,375,75,600,600
2000,0.4,0.25,0.2,8,500,100,800,800
2500,0.4,0.25,0.2,8,625,125,1000,1000
3000,0.4,0.25,0.2,8,750,150,1200,1200
3500,0.4,0.25,0.2,8,875,175,1400,1400
4000,0.4,0.25,0.2,8,1000,200,1600,1600
4500,0.4,0.25,0.2,8,1125,225,1800,1800
5000,0.4,0.25,0.2,8,1250,250,2000,2000
5500,0.4,0.25,0.2,8,1375,275,2200,2200
6000,0.4,0.25,0.2,8,1500,300,2400,2400
6500,0.4,0.25,0.2,8,1625,325,2600,2600
7000,0.4,0.25,0.2,8,1750,350,2800,2800
7500,0.4,0.25,0.2,8,1875,375,3000,3000
8000,0.4,0.25,0.2,8,2000,400,3200,3200
8500,0.4,0.25,0.2,8,2125,425,3400,3400
9000,0.4,0.25,0.2,8,2250,450,3600,3600
9500,0.4,0.25,0.2,8,2375,475,3800,3800
10000,0.4,0.25,0.2,8,2500,500,4000,4000
10500,0.4,0.25,0.2,8,2625,525,4200,4200
11000,0.4,0.25,0.2,8,2750,550,4400,4400
11500,0.4,0.25,0.2,8,2875,575,4600,4600
12000,0.4,0.25,0.2,8,3000,600,4800,4800
12500,0.4,0.25,0.2,8,3125,625,5000,5000
13000,0.4,0.25,0.2,8,3250,650,5200,5200
13500,0.4,0.25,0.2,8,3375,675,5400,5400
14000,0.4,0.25,0.2,8,3500,700,5600,5600
14500,0.4,0.25,0.2,8,3625,725,5800,5800
15000,0.4,0.25,0.2,8,3750,750,6000,6000
15500,0.4,0.25,0.2,8,3875,775,6200,6200
16000,0.4,0.25,0.2,8,4000,800,6400,6400
16500,0.4,0.25,0.2,8,4125,825,6600,6600
17000,0.4,0.25,0.2,8,4250,850,6800,6800
17500,0.4,0.25,0.2,8,4375,875,7000,7000
18000,0.4,0.25,0.2,8,4500,900,7200,7200
18500,0.4,0.25,0.2,8,4625,925,7400,7400
19000,0.4,0.25,0.2,8,4750,950,7600,7600
19500,0.4,0.25,0.2,8,4875,975,7800,7800
20000,0.4,0.25,0.2,8,5000,1000,8000,8000
1000,0.4,0.26,0.19,8.097165991902834,260,49.4,400,400
1500,0.4,0.26,0.19,8.097165991902834,390,74.1,600,600
2000,0.4,0.26,0.19,8.097165991902834,520,98.8,800,800
2500,0.4,0.26,0.19,8.097165991902834,650,123.5,1000,1000
3000,0.4,0.26,0.19,8.097165991902834,780,148.2,1200,1200
